
Single datacenter : one node  

[root@cassandra01 conf]# nodetool ring

Datacenter: datacenter1
==========
Address      Rack        Status State   Load            Owns                Token
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -4142255056312680338        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -4086014952888290453        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -4081158229303967691        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -4044238509347354406        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -4006270503388091209        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3974809851030638240        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3973703880925011057        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3910535007231498510        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3877340769380729564        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3863592768188785724        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3842003811029096727        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -3829389659464468399        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3792807178021363334        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3784556857769705066        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -3764291705992125043        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -3755069825432495264        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -3729341195259662489        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -3724903807437666750        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3681984595450100664        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -3654384993584374886        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -3563161602135339670        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3518577142251425706        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3518334275315361993        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3496715385358870040        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3489096104570502314        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3486177266797143855        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3446133136122869911        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3443926435886008543        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3442901522563849666        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3348897442501855310        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3334086952768360150        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3305505172644886869        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3269897932089167575        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3186563913525019045        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -3183166471079442992        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3164778403853985727        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3124857486992632601        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3123745263444079479        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3099199569436594655        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -3083191315246701638        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -3069853646276877642        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3031374530547578934        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -3016273769714914195        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -2989364491135028338        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -2876736131268596414        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2853849048862042726        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2784126933608652903        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2770608825909838985        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -2765602601863674940        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2748404421084864686        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2733917059670764693        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2711220359823266595        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -2707040991828672587        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -2642767031112302161        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2592221395267119057        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2592167536597951332        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2571364250305772381        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2546712235829021888        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2527026613699468547        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2526078035931348784        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2515232630953399880        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -2505493790241196914        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2504708367886739244        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -2466253503364486446        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2461687563747250678        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2332664342031859348        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2307701652437235723        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -2186757234575345900        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2164444064992231970        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2127881883214835531        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2094516604428655374        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2054638838972350070        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -2049072195801151975        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -2015139433920190475        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1971229547402210809        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1952013854460793177        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1930714731529521432        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1922784268539479331        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1875263582268968509        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1805411023482949374        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1786649191094079380        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1736824539710588715        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1730045338109014894        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1727271797112611920        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1661772898612565931        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1652580098684738975        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1555823613086576061        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1539365798172001201        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1530999104310380861        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1523649432147690309        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1503328883067877680        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1476575931303758381        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1470094393588566224        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1468305687877826877        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1457496863378176382        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1449996395779106075        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1426001505964264158        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1368758176095005406        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1358251526931992297        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1333584918562165571        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1332531963537133263        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1330682629483223063        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1324893467448189193        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1286217838785240596        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1275289392077746713        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1273028311979531163        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1257633037196431922        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1255324894528886176        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1255248541053269043        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1233573024187166557        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1219485839069262193        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1204235439192239884        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1133279119427844301        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1127262613134988062        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1122868106847029531        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1121447519201395062        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1119445165861133920        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1107777999305778702        
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -1094457423498408407        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1086547594243393946        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1073537538923468457        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1053346531394748531        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1042458982282266487        
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -1039376859637351049        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -1001539064894837560        
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -987512673693433988         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -985030556069889296         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -976641508519255163         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -943830466323360108         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -916818164621542284         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -863056856090087676         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -860900583273591907         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -770209098636198828         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -691121344948512396         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -676017782445983266         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -674247106942025018         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -669159693449372521         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -645512784390499145         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -615253970606037230         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -607332434903131614         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -587846670152730852         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -557142052464795278         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -478960238406500463         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -387468693116081080         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -382091254379424528         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -379512621826526057         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -360499008420451604         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -337666603348168888         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -331610687877272989         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -314479078835596198         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -298142560899157615         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -286245298333413451         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -239792522425472230         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -233691007830326908         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -214644514506565449         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -208962481095381390         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -195240530421287313         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -175175857211908506         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -166304205763937114         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -148300399630744905         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -145744049382110868         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -137027537284843886         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -125802194297289186         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -91671595409332649          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -80332457404717645          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -55066861382871256          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              -50100761976489275          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              -46506464209543774          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              -33925910561506790          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              8983792777353607            
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              9746586948971809            
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              12275463191518427           
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              64297802566758977           
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              82976294112475344           
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              99240802518447178           
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              113018150033930500          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              116361672334211520          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              124572703310456603          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              139391046641558952          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              195643279764116181          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              224621917613418093          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              236675628887804020          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              284991355368361943          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              292008734857244974          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              299568400918796959          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              345220446875660072          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              359590719858335005          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              386412934489581195          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              415326705688323484          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              469691208254285229          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              565099577146710505          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              592841990100919927          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              624964904543592315          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              659733520579784770          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              688694660285269633          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              723475014714035384          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              738754519356084270          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              742558214630233267          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              749103576954888288          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              772243659840580686          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              777166827685705484          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              790822666593755318          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              798690288816394063          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              807067824332188584          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              840239171126207116          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              872450473238134065          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              878187667030095827          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              878708693018098504          
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              879051391981133520          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              893620698990758946          
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              941835584362850080          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              997248376349598779          
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1010340093862053326         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1060063695066055988         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1115541710582473816         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1196706890267749550         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1230139219071430477         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1235945310547422539         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1268655795711802340         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1280370063744770615         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1287865136281398507         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1289299528420589389         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1406131895719888578         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1425299529107668870         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1436301987893573364         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1442198631211644867         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1446022971748738972         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1500855254248419955         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1519882508220620150         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1522849064062636042         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1523651448846209700         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1533526334377377036         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1569581600920587696         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1588904024833978928         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1687283427853740477         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1698280731620783318         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1720572066514968189         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1729382291183300648         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1745366330829504836         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1756926596546237771         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1762825388116923347         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1763124883554889043         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1764692518754309095         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1799274134901998050         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1799991431959362817         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1800205344988968458         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1803535289688198177         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1806850010577861311         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1851450557109706293         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1867317878667628788         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1872635999675467056         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              1941573999001105785         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1944975948931976680         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              1948824257782529732         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              1976241889074384823         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2027356640454311369         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              2034672258998847703         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              2070493869659396740         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              2072056857871177137         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              2113492885164952036         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              2129377752947705624         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              2143188176404826143         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              2188132432675577322         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2281662705324744902         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              2316530828776329988         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              2347233558009043162         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2355162709898183500         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2410807040145459035         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2461635155111596641         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              2524960356100195229         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2557829240275285329         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2559315601918063273         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              2585888824214316817         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              2594078883638067297         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2625258265633540485         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2654738486892279197         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              2694674734818902833         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2704148513507569070         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2711955900313831052         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              2797905546303852499         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              2798628355386331560         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2833773252183942353         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2839136837413632149         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              2872746281334354422         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              2874443965815583420         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              2898060092669559890         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2898993471376897565         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              2914831961187655174         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              2952302253994055735         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              2960404582407479542         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3076680600939993623         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3091081302305724089         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3109725122598578644         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3168586758069639929         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3170183530449786006         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3194890203480484938         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3224828976111445541         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3265976533275919080         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              3273592687056417457         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3293535662239931127         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3320046654676769805         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              3340305722835587995         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3341365899025420705         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3354838092642279420         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              3428208324732477281         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3457712049973833780         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3475321855651100567         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3487083336118488181         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              3564023985591741717         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              3606923429131430510         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3608454321844957931         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              3636306291072231119         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3660145499595765793         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3665482032758282183         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3704208770881440691         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3750489938081654154         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3766635091293845068         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3779723604368752145         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              3836745470310843243         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3852364746408249346         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3872376083457116512         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              3885771324185707610         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3939110732704786966         
172.20.0.43  rack1       Up     Normal  88.1 KiB        33.89%              3952321165828421653         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              3971847608379558204         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              4003953565688278327         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              4043142580784305458         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              4062213827024940174         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              4065543768554438364         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              4156340320670949513         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              4178459111212417527         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              4197060488473282481         
172.20.0.42  rack1       Up     Normal  70.2 KiB        36.54%              4254457122975166128         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              4355100131692361070         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              4368148287179680526         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              4381181911878946174         
172.20.0.41  rack1       Up     Normal  1.36 MiB        29.57%              4399406062983279573         
