
Single datacenter : one node  

[root@cassandra01 conf]# nodetool ring

Datacenter: datacenter1
==========
Address      Rack        Status State   Load            Owns                Token
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             2594078883638067297
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             2625258265633540485
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             2654738486892279197
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             2694674734818902833
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             2704148513507569070
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             2711955900313831052
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             2797905546303852499
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             2798628355386331560
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             2833773252183942353
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             2839136837413632149
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             2872746281334354422
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             2874443965815583420
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             2898060092669559890
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             2898993471376897565
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             2914831961187655174
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             2952302253994055735
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             2960404582407479542
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3076680600939993623
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3091081302305724089
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3109725122598578644
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3168586758069639929
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3170183530449786006
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3194890203480484938
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3224828976111445541
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3265976533275919080
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             3273592687056417457
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3293535662239931127
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3320046654676769805
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             3340305722835587995
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3341365899025420705
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3354838092642279420
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             3428208324732477281
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3457712049973833780
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3475321855651100567
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3487083336118488181
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             3564023985591741717
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             3606923429131430510
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3608454321844957931
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             3636306291072231119
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3660145499595765793
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3665482032758282183
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3704208770881440691
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3750489938081654154
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3766635091293845068
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3779723604368752145
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             3836745470310843243
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3852364746408249346
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3872376083457116512
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             3885771324185707610
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3939110732704786966
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             3952321165828421653
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             3971847608379558204
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4003953565688278327
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4043142580784305458
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4062213827024940174
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4065543768554438364
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4156340320670949513
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4178459111212417527
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4197060488473282481
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4254457122975166128
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4355100131692361070
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4368148287179680526
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4381181911878946174
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4399406062983279573
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4413979169123296824
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4417865285872682238
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4429942325617350938
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4433595407329143781
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             4467346844421087437
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4494984520726412900
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4506853830336127806
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             4532856136347829925
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             4538545174202610563
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4579059353399153177
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4599499650048848408
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4638096614323718303
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4674619354016138774
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4676156466867276821
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             4684005996204705389
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             4706523234222347257
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4768561736872695291
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             4817151222423907938
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             4857231788509009194
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             4919634902204430247
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             4972933190057760463
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5016725570007021021
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5020916413099591962
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5030755511256385458
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5053596252639019443
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5081630030356909852
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5092441619246424726
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5094115928797593892
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5141828195913024117
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5215449011914301512
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5237356366138546813
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5265998881864870009
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5305078041099615460
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5321352054124795517
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5363508342153565843
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5369167353412980821
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5371202470556062579
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5398716392301289938
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5399669772005368058
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5402146154526613801
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5439524015515105151
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5447853015900139433
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5468607678331113800
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5490850667876055658
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5494551960944298377
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5549138555662108909
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5622187876061857395
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5673127328064349451
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5681948536368484184
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5713441860519149200
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5730040778333096484
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5737286725731210811
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5754951663343576223
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5778307615276985602
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5786163286224933091
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             5789098761752250910
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5797395318024295062
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5805577414562418321
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5877394943899152587
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             5916258748574211653
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             5962416427634972848
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6005287934416643601
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6068699049088475757
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6085131978701610119
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6093417455215605885
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             6102356379319618243
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6144335657969369237
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6177442780780918292
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             6179557107847911146
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6236012911497352217
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6239466372876164965
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6271833361119508921
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6314391464920057380
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6318071520498118811
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             6318450365461395522
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6342896626288057589
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             6382404982336552934
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6410679499051517037
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6416323620316902730
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6418056747518520987
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6490187542726033159
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6509610280419460965
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6510625227277029876
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             6544317191297570586
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             6584549963542189114
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6618465481132214942
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6624461633384096100
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6634427498306543160
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6682348990333700280
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6708390913834066353
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6736579803392399827
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             6737064725995270612
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6741428378961769374
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6762598657115459912
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6765942089171918062
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6785340254087274625
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             6800917435564455685
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6802529270208573577
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             6892900952860635293
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             6924966133063341832
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             6987934374924790911
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7029449670257906835
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7035489285845303131
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7039641186798800682
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7132429082344428580
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7164536272129597641
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7181152392430164086
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7207417317436804076
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7279746544017330596
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7307405471811083047
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7312554184238145379
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7323009577453137265
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7346613539878031059
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7368941665385249281
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7369772996688259162
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7372473145305982404
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7440845631475672002
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7443861320334349281
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7456351639184538031
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7479724662904660256
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7550740998877738949
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7596016654760866707
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7616538513421413030
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7617593862646403291
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7618020295494514839
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7653909717346816841
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7677102757094433785
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7709474003846901496
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7743013131472320625
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7766502588288715031
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7769626975018553204
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7789890009564859928
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7793153117428840795
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7793441331272017538
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7793524354748175938
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7819349321609871037
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7834926742492859601
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7849917011009271288
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7911192352545526840
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7913932155728674406
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             7947177916669861166
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7954566777611233422
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             7957405059691412130
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             7991266769630533968
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8002622289713297832
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8018252344050473303
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8020226782438040301
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8043134498987642553
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8076321121197007510
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8089206670607819932
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8110914729663558851
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8147060787432621209
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8179091187917688851
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8194404707711159384
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8206338666627206379
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8234386315334461470
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8257943643140674999
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8260910981823247691
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8263752487626110812
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8275602935706725976
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8277540477701141485
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8279839390969293246
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8349617228685703108
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8350599251112509476
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8362098427942453437
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8375440683741865067
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8385683070900999109
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8392585167501545242
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8419338590431978644
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8426772866269483576
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8434895090035169662
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8439887966420310752
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8457207592443918545
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8510915534550267682
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8512033652039189300
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8521137571795012246
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8547768929707442247
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8548239173192239489
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8561029469023417980
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8563263611088658792
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8639309060810452366
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8648041429140906955
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8702425990779689111
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8754293387633450641
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8765645690777886832
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8803949714520752738
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8843505537356586889
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8854778227279973017
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             8867200780734982333
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             8903592699370843219
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8914267807383325154
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             8937478096468672067
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             9016207818890159465
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             9016224469505166896
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             9035982207509107366
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             9073055013714379150
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             9086415102673090318
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             9109369459744442746
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             9123126413381299509
172.20.0.41  rack1       Up     Normal  1.44 MiB        100.00%             9135261062611676774
172.20.0.43  rack1       Up     Normal  187.32 KiB      100.00%             9151721567298623785
172.20.0.42  rack1       Up     Normal  160.79 KiB      100.00%             9189382565225211667


=================================================================

After dropping tables and previous data dropped : 
================================================================

Datacenter: datacenter1

Address      Rack        Status State   Load            Owns                Token
                                                                            9189382565225211667
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -9207014230125718133
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -9113971976698666968
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -9078905406326184330
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -9020815249131243199
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -9016924960183407425
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -9003674742092022676
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8966871187895734401
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8930081728435034708
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8914525075080843357
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8897933766685424111
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8881117062624108260
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8821401302289440105
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8803223694141214757
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8799767115473130810
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8751395995498767239
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8740894424954947512
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8726943741385699624
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8693886631761430115
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8652732437066706876
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8646127399202863628
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8616225755014709859
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8568906006110765776
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8548587559051694515
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8539982314575762991
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8523617447172335871
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8487828143091230188
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8479664518834283730
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8476293228865001907
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8466225727456563796
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8442015857984795285
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8438443800613350002
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8385158721209361881
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8365643700860341831
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8359823233619470771
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8346880495478372135
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8338967983064678527
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8263543062637545046
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -8258773657837615539
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8212092405293003112
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8202691822398092752
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8179312186473620933
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8171186565397589903
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8165571408284920554
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8148103885244001298
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8075590156291416987
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8048162885972371201
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8043937214189730555
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -8033187669387979535
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -8016001608407377019
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -7969792296536043775
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7938535426025009807
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -7915996764570447776
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -7905687341229873904
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7886416874458054467
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7876929827109314146
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -7854774170462038095
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -7841646167069766306
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7819649104130424043
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -7811424728001298007
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7804327869394297973
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -7799014415797426558
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -7785879334866226244
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -7781011325526035947
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -7772268633147878781
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -7707287994589301403
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -7683445897866020025
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7678823601342622353
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7667299875154857727
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7666823603305565559
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -7617241472701979402
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7603536821485324433
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -7599488341355563952
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -7590026985244489989
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7584291434780595084
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7583504451744094534
172.20.0.41  rack1       Up     Normal  345.3 KiB       100.00%             -7572402870197771087
172.20.0.43  rack1       Up     Normal  368.49 KiB      100.00%             -7566771328135914373
172.20.0.42  rack1       Up     Normal  362.47 KiB      100.00%             -7564720907254162514
